name,p_nom,technology,emission_factor,p_nom_max,p_nom_extendable,min_power,efficiency,marginal_cost,bus,capital_cost
Unit_982,4.244.309.135,wind_onshore,0,1.103.520.375,TRUE,0,1,0,54,
Unit_983,4.926.800.228,solar pv,0,2.143.158.099,TRUE,0,1,0,143,
Unit_984,2.679.527.707,wind_onshore,0,6.966.772.037,TRUE,0,1,0,143,
Unit_985,143.059.162,solar pv,0,6.223.073.548,TRUE,0,1,0,0,
Unit_986,5.401.246.665,wind_onshore,0,1.404.324.133,TRUE,0,1,0,0,
Unit_987,4.403.681.453,solar pv,0,1.915.601.432,TRUE,0,1,0,109,
Unit_988,7.400.568.508,wind_onshore,0,1.924.147.812,TRUE,0,1,0,109,
Unit_989,5.489.151.368,solar pv,0,2.387.780.845,TRUE,0,1,0,73,
Unit_990,2.991.318.059,wind_onshore,0,7.777.426.954,TRUE,0,1,0,73,
Unit_991,2.009.695.029,solar pv,0,8.742.173.374,TRUE,0,1,0,79,
Unit_992,15.156.473,wind_onshore,0,3.940.682.979,TRUE,0,1,0,79,
Unit_993,3.600.395.039,solar pv,0,1.566.171.842,TRUE,0,1,0,150,
Unit_994,13.085.733,wind_onshore,0,340.229.058,TRUE,0,1,0,150,
Unit_995,4.297.020.076,solar pv,0,1.869.203.733,TRUE,0,1,0,160,
Unit_996,3.706.124.403,wind_onshore,0,9.635.923.448,TRUE,0,1,0,160,
Unit_997,2.572.083.455,solar pv,0,1.118.856.303,TRUE,0,1,0,160,
Unit_998,2.527.873.977,wind_onshore,0,6.572.472.339,TRUE,0,1,0,160,
Unit_999,4.920.181.209,solar pv,0,2.140.278.826,TRUE,0,1,0,193,
Unit_1000,202.123.761,wind_onshore,0,5.255.217.787,TRUE,0,1,0,193,
Unit_1001,1.039.882.139,solar pv,0,4.523.487.303,TRUE,0,1,0,36,
Unit_1002,2.311.864.354,solar pv,0,1.005.660.994,TRUE,0,1,0,99,
Unit_1003,2.135.557.186,wind_onshore,0,5.552.448.683,TRUE,0,1,0,99,
Unit_1004,4.756.201.821,solar pv,0,2.068.947.792,TRUE,0,1,0,57,
Unit_1005,5.147.081.103,solar pv,0,223.898.028,TRUE,0,1,0,130,
Unit_1006,4.936.209.115,solar pv,0,2.147.250.965,TRUE,0,1,0,163,
Unit_1007,3.427.818.839,wind_onshore,0,8.912.328.981,TRUE,0,1,0,163,
Unit_1008,3.190.532.593,solar pv,0,1.387.881.678,TRUE,0,1,0,195,
Unit_1009,3.735.150.156,wind_onshore,0,9.711.390.406,TRUE,0,1,0,195,
Unit_1010,8.371.580.331,solar pv,0,3.641.637.444,TRUE,0,1,0,24,
Unit_1011,1.465.429.738,solar pv,0,637.461.936,TRUE,0,1,0,27,
Unit_1012,4.601.637.775,solar pv,0,2.001.712.432,TRUE,0,1,0,134,
Unit_1013,3.314.823.889,wind_onshore,0,8.618.542.111,TRUE,0,1,0,134,
Unit_1014,3.152.777.448,solar pv,0,137.145.819,TRUE,0,1,0,55,
Unit_1015,175.033.345,wind_onshore,0,4.550.866.969,TRUE,0,1,0,55,
Unit_1016,6.418.906.708,solar pv,0,2.792.224.418,TRUE,0,1,0,34,
Unit_1017,2.552.622.358,wind_onshore,0,6.636.818.131,TRUE,0,1,0,34,
Unit_1018,2.514.314.897,solar pv,0,109.372.698,TRUE,0,1,0,40,
Unit_1019,5.885.349.596,wind_onshore,0,1.530.190.895,TRUE,0,1,0,40,
Unit_1020,5.467.637.064,solar pv,0,2.378.422.123,TRUE,0,1,0,40,
Unit_1021,2.829.110.995,wind_onshore,0,7.355.688.587,TRUE,0,1,0,40,
Unit_1022,4.427.117.844,solar pv,0,1.925.796.262,TRUE,0,1,0,118,
Unit_1023,6.290.553.062,wind_onshore,0,1.635.543.796,TRUE,0,1,0,118,
Unit_1024,2.250.533.404,solar pv,0,9.789.820.308,TRUE,0,1,0,30,
Unit_1025,1.652.278.361,wind_onshore,0,4.295.923.738,TRUE,0,1,0,30,
Unit_1026,4.061.147.549,solar pv,0,1.766.599.184,TRUE,0,1,0,7,
Unit_1027,7.575.347.085,wind_onshore,0,1.969.590.242,TRUE,0,1,0,7,
Unit_1028,3.228.803.115,solar pv,0,1.404.529.355,TRUE,0,1,0,59,
Unit_1029,3.127.156.372,wind_onshore,0,8.130.606.566,TRUE,0,1,0,59,
Unit_1030,6.362.195.738,solar pv,0,2.767.555.146,TRUE,0,1,0,169,
Unit_1031,3.357.474.352,wind_onshore,0,8.729.433.314,TRUE,0,1,0,169,
Unit_1032,483.686.837,solar pv,0,2.104.037.741,TRUE,0,1,0,175,
Unit_1033,3.459.023.198,wind_onshore,0,8.993.460.314,TRUE,0,1,0,175,
Unit_1034,198.486.724,solar pv,0,8.634.172.494,TRUE,0,1,0,45,
Unit_1035,1.396.877.788,wind_onshore,0,3.631.882.248,TRUE,0,1,0,45,
Unit_1036,1.541.457.251,solar pv,0,6.705.339.041,TRUE,0,1,0,121,
Unit_1037,1.187.771.821,wind_onshore,0,3.088.206.735,TRUE,0,1,0,121,
Unit_1038,2.124.676.937,solar pv,0,9.242.344.675,TRUE,0,1,0,8,
Unit_1039,2.278.762.678,solar pv,0,9.912.617.651,TRUE,0,1,0,25,
Unit_1040,3.364.942.305,wind_onshore,0,8.748.849.992,TRUE,0,1,0,25,
Unit_1041,1.106.451.048,solar pv,0,4.813.062.057,TRUE,0,1,0,146,
Unit_1042,3.079.855.747,wind_onshore,0,8.007.624.941,TRUE,0,1,0,146,
Unit_1043,8.055.890.354,solar pv,0,3.504.312.304,TRUE,0,1,0,182,
Unit_1044,1.157.354.607,wind_onshore,0,3.009.121.977,TRUE,0,1,0,182,
Unit_1045,802.237.217,solar pv,0,3.489.731.894,TRUE,0,1,0,146,
Unit_1046,4.626.223.662,wind_onshore,0,1.202.818.152,TRUE,0,1,0,146,
Unit_1047,178.773.419,solar pv,0,7.776.643.725,TRUE,0,1,0,30,
Unit_1048,3.187.628.816,solar pv,0,1.386.618.535,TRUE,0,1,0,26,
Unit_1049,1.977.141.562,wind_onshore,0,5.140.568.062,TRUE,0,1,0,26,
Unit_1050,3.662.826.867,solar pv,0,1.593.329.687,TRUE,0,1,0,51,
Unit_1051,3.403.442.069,wind_onshore,0,884.894.938,TRUE,0,1,0,51,
Unit_1052,4.099.592.407,solar pv,0,1.783.322.697,TRUE,0,1,0,161,
Unit_1053,5.118.823.398,solar pv,0,2.226.688.178,TRUE,0,1,0,151,
Unit_1054,528.875.735,wind_onshore,0,1.375.076.911,TRUE,0,1,0,151,
Unit_1055,3.638.537.428,solar pv,0,1.582.763.781,TRUE,0,1,0,97,
Unit_1056,2.288.600.971,wind_onshore,0,5.950.362.525,TRUE,0,1,0,97,
Unit_1057,4.239.442.694,solar pv,0,1.844.157.572,TRUE,0,1,0,149,
Unit_1058,2.156.150.187,wind_onshore,0,5.605.990.486,TRUE,0,1,0,149,
Unit_1059,39.202.904,solar pv,0,1.705.326.324,TRUE,0,1,0,85,
Unit_1060,1.658.842.342,wind_onshore,0,4.312.990.088,TRUE,0,1,0,85,
Unit_1061,3.947.957.434,solar pv,0,1.717.361.484,TRUE,0,1,0,85,
Unit_1062,311.301.493,wind_onshore,0,8.093.838.818,TRUE,0,1,0,85,
Unit_1063,5.863.626.271,solar pv,0,2.550.677.428,TRUE,0,1,0,166,
Unit_1064,1.684.878.357,wind_onshore,0,4.380.683.729,TRUE,0,1,0,166,
Unit_1065,2.352.199.044,solar pv,0,1.023.206.584,TRUE,0,1,0,69,
Unit_1066,4.929.836.735,wind_onshore,0,1.281.757.551,TRUE,0,1,0,69,
Unit_1067,5.565.264.101,solar pv,0,2.420.889.884,TRUE,0,1,0,142,
Unit_1068,151.017.064,wind_onshore,0,3.926.443.665,TRUE,0,1,0,142,
Unit_1069,7.138.322.205,solar pv,0,3.105.170.159,TRUE,0,1,0,76,
Unit_1070,2.736.831.344,wind_onshore,0,7.115.761.495,TRUE,0,1,0,76,
Unit_1071,6.500.603.549,solar pv,0,2.827.762.544,TRUE,0,1,0,22,
Unit_1072,1.569.390.174,wind_onshore,0,4.080.414.453,TRUE,0,1,0,22,
Unit_1073,2.585.698.391,solar pv,0,11.247.788,TRUE,0,1,0,20,
Unit_1074,1.449.750.457,solar pv,0,6.306.414.489,TRUE,0,1,0,113,
Unit_1075,2.380.166.642,wind_onshore,0,618.843.327,TRUE,0,1,0,113,
Unit_1076,9.009.814.697,solar pv,0,3.919.269.393,TRUE,0,1,0,196,
Unit_1077,5.797.055.504,wind_onshore,0,1.507.234.431,TRUE,0,1,0,196,
Unit_1078,6.483.046.821,solar pv,0,2.820.125.367,TRUE,0,1,0,95,
Unit_1079,3.656.911.213,wind_onshore,0,9.507.969.153,TRUE,0,1,0,95,
Unit_1080,744.083.212,solar pv,0,3.236.761.972,TRUE,0,1,0,107,
Unit_1081,3.911.861,wind_offshore,0,183.857.467,TRUE,0,1,0,107,
Unit_1082,1.411.474.438,wind_onshore,0,3.669.833.539,TRUE,0,1,0,107,
Unit_1083,3.668.088.811,solar pv,0,1.595.618.633,TRUE,0,1,0,62,
Unit_1084,3.393.227.108,wind_onshore,0,882.239.048,TRUE,0,1,0,62,
Unit_1085,4.147.452.524,solar pv,0,1.804.141.848,TRUE,0,1,0,145,
Unit_1086,4.736.426.385,wind_onshore,0,123.147.086,TRUE,0,1,0,145,
Unit_1087,6.581.273.851,solar pv,0,2.862.854.125,TRUE,0,1,0,124,
Unit_1088,5.839.982.619,wind_onshore,0,1.518.395.481,TRUE,0,1,0,124,
Unit_1089,7.230.870.457,solar pv,0,3.145.428.649,TRUE,0,1,0,113,
Unit_1090,6.394.450.685,wind_onshore,0,1.662.557.178,TRUE,0,1,0,113,
Unit_1091,5.363.390.499,solar pv,0,2.333.074.867,TRUE,0,1,0,12,
Unit_1092,6.316.843.077,wind_onshore,0,16.423.792,TRUE,0,1,0,12,
Unit_1093,1.043.029.931,solar pv,0,4.537.180.202,TRUE,0,1,0,168,
Unit_1094,696.163.015,wind_onshore,0,1.810.023.839,TRUE,0,1,0,168,
Unit_1095,8.128.065.074,solar pv,0,3.535.708.307,TRUE,0,1,0,34,
Unit_1096,3.931.582.469,wind_onshore,0,1.022.211.442,TRUE,0,1,0,34,
Unit_1097,4.101.054.014,solar pv,0,1.783.958.496,TRUE,0,1,0,66,
Unit_1098,3.922.655.115,wind_onshore,0,101.989.033,TRUE,0,1,0,66,
Unit_1099,4.007.251.285,solar pv,0,1.743.154.309,TRUE,0,1,0,121,
Unit_1100,3.731.746.484,wind_onshore,0,9.702.540.859,TRUE,0,1,0,121,
Unit_1101,1.341.705.345,solar pv,0,583.641.825,TRUE,0,1,0,101,
Unit_1102,5.132.361.815,wind_onshore,0,1.334.414.072,TRUE,0,1,0,101,
Unit_1103,3.806.529.375,solar pv,0,1.655.840.278,TRUE,0,1,0,188,
Unit_1104,2.062.389.328,wind_onshore,0,5.362.212.252,TRUE,0,1,0,188,
Unit_1105,1.199.630.586,solar pv,0,5.218.393.048,TRUE,0,1,0,58,
Unit_1106,2.398.716.894,solar pv,0,1.043.441.849,TRUE,0,1,0,87,
Unit_1107,2.157.157.219,wind_onshore,0,560.860.877,TRUE,0,1,0,87,
Unit_1108,6.323.648.809,solar pv,0,2.750.787.232,TRUE,0,1,0,37,
Unit_1109,6.280.589.585,wind_onshore,0,1.632.953.292,TRUE,0,1,0,37,
Unit_1110,5.376.592.189,solar pv,0,2.338.817.602,TRUE,0,1,0,87,
Unit_1111,4.233.966.396,wind_onshore,0,1.100.831.263,TRUE,0,1,0,87,
Unit_1112,2.258.060.762,solar pv,0,9.822.564.313,TRUE,0,1,0,46,
Unit_1113,2.052.526.019,wind_onshore,0,533.656.765,TRUE,0,1,0,46,
Unit_1114,2.621.882.917,solar pv,0,1.140.519.069,TRUE,0,1,0,28,
Unit_1115,6.896.080.415,wind_onshore,0,1.792.980.908,TRUE,0,1,0,28,
Unit_1116,3.599.194.131,solar pv,0,1.565.649.447,TRUE,0,1,0,11,
Unit_1117,3.298.662.818,solar pv,0,1.434.918.326,TRUE,0,1,0,170,
Unit_1118,9.864.538.619,wind_onshore,0,2.564.780.041,TRUE,0,1,0,170,
Unit_1119,8.299.487.982,solar pv,0,3.610.277.272,TRUE,0,1,0,154,
Unit_1120,9.420.787.704,wind_onshore,0,2.449.404.803,TRUE,0,1,0,154,
Unit_1121,240.512.383,solar pv,0,1.046.228.866,TRUE,0,1,0,16,
Unit_1122,4.368.019.765,wind_onshore,0,1.135.685.139,TRUE,0,1,0,16,
Unit_1123,1.195.617.446,solar pv,0,520.093.589,TRUE,0,1,0,16,
Unit_1124,6.279.975.731,solar pv,0,2.731.789.443,TRUE,0,1,0,189,
Unit_1125,5.026.256,wind_onshore,0,130.682.656,TRUE,0,1,0,189,
Unit_1126,429.516.889,solar pv,0,1.868.398.467,TRUE,0,1,0,116,
Unit_1127,1.226.332.137,solar pv,0,5.334.544.797,TRUE,0,1,0,21,
Unit_1128,3.391.444.225,solar pv,0,1.475.278.238,TRUE,0,1,0,199,
Unit_1129,1.796.449.492,wind_onshore,0,4.670.768.679,TRUE,0,1,0,199,
Unit_1130,1.977.221.582,solar pv,0,8.600.913.882,TRUE,0,1,0,131,
Unit_1131,2.922.051.595,wind_onshore,0,7.597.334.146,TRUE,0,1,0,131,
Unit_1132,2.559.390.841,solar pv,0,1.113.335.016,TRUE,0,1,0,166,
Unit_1133,4.977.594.265,wind_onshore,0,1.294.174.509,TRUE,0,1,0,166,
Unit_1134,1.400.933.511,solar pv,0,6.094.060.774,TRUE,0,1,0,78,
Unit_1135,7.394.355.296,wind_onshore,0,1.922.532.377,TRUE,0,1,0,78,
Unit_1136,2.185.869.099,solar pv,0,9.508.530.579,TRUE,0,1,0,80,
Unit_1137,2.063.989.395,wind_onshore,0,5.366.372.427,TRUE,0,1,0,80,
Unit_1138,9.739.472.202,solar pv,0,4.236.670.408,TRUE,0,1,0,51,
Unit_1139,350.003.829,solar pv,0,1.522.516.656,TRUE,0,1,0,51,
Unit_1140,3.557.223.237,wind_onshore,0,9.248.780.417,TRUE,0,1,0,51,
Unit_1141,1.038.684.014,solar pv,0,4.518.275.461,TRUE,0,1,0,84,
Unit_1142,1.126.499.802,wind_onshore,0,2.928.899.486,TRUE,0,1,0,84,
Unit_1143,2.270.001.966,solar pv,0,987.450.855,TRUE,0,1,0,0,
Unit_1144,9.453.198.785,wind_onshore,0,2.457.831.684,TRUE,0,1,0,0,
Unit_1145,4.295.185.225,solar pv,0,1.868.405.573,TRUE,0,1,0,1,
Unit_1146,1.425.846.841,wind_onshore,0,3.707.201.787,TRUE,0,1,0,1,
Unit_1147,6.248.281.609,solar pv,0,27.180.025,TRUE,0,1,0,178,
Unit_1148,7.555.106.738,wind_onshore,0,1.964.327.752,TRUE,0,1,0,178,
Unit_1149,4.898.110.736,solar pv,0,213.067.817,TRUE,0,1,0,84,
Unit_1150,1.820.236.929,wind_onshore,0,4.732.616.016,TRUE,0,1,0,84,
Unit_1151,1.229.769.906,solar pv,0,5.349.499.093,TRUE,0,1,0,97,
Unit_1152,6.838.292.746,wind_onshore,0,1.777.956.114,TRUE,0,1,0,97,
Unit_1153,552.187.726,solar pv,0,2.402.016.608,TRUE,0,1,0,36,
Unit_1154,241.681.633,wind_onshore,0,6.283.722.458,TRUE,0,1,0,36,
Unit_1155,1.045.721.636,solar pv,0,4.548.889.115,TRUE,0,1,0,9,
Unit_1156,2.425.566.172,wind_onshore,0,6.306.472.048,TRUE,0,1,0,9,
Unit_1157,3.175.847.729,solar pv,0,1.381.493.762,TRUE,0,1,0,100,
Unit_1158,1.180.190.418,wind_onshore,0,3.068.495.088,TRUE,0,1,0,100,
Unit_1159,3.006.558.607,solar pv,0,1.307.852.994,TRUE,0,1,0,71,
Unit_1160,2.365.617.822,wind_onshore,0,6.150.606.337,TRUE,0,1,0,71,
Unit_1161,1.985.973.149,solar pv,0,86.389.832,TRUE,0,1,0,33,
Unit_1162,2.145.020.474,solar pv,0,9.330.839.062,TRUE,0,1,0,18,
Unit_1163,2.118.512.335,solar pv,0,9.215.528.657,TRUE,0,1,0,17,
Unit_1164,1.040.209.102,solar pv,0,4.524.909.592,TRUE,0,1,0,9,
Unit_1165,8.339.955.792,wind_onshore,0,2.168.388.506,TRUE,0,1,0,9,
Unit_1166,3.846.236.947,solar pv,0,1.673.113.072,TRUE,0,1,0,152,
Unit_1167,2.877.052.019,wind_onshore,0,7.480.335.249,TRUE,0,1,0,152,
Unit_1168,5.531.128.566,solar pv,0,2.406.040.926,TRUE,0,1,0,106,
Unit_1169,6.123.211.669,wind_onshore,0,1.592.035.034,TRUE,0,1,0,106,
Unit_1170,2.873.459.214,solar pv,0,1.249.954.758,TRUE,0,1,0,176,
Unit_1171,2.391.896.855,solar pv,0,1.040.475.132,TRUE,0,1,0,65,
Unit_1172,3.091.624.968,wind_onshore,0,8.038.224.918,TRUE,0,1,0,65,
Unit_1173,4.488.905.699,solar pv,0,1.952.673.979,TRUE,0,1,0,120,
Unit_1174,1.921.098.509,solar pv,0,8.356.778.513,TRUE,0,1,0,8,
Unit_1175,1.634.940.048,wind_onshore,0,4.250.844.125,TRUE,0,1,0,8,
Unit_1176,2.228.918.216,solar pv,0,9.695.794.239,TRUE,0,1,0,8,
Unit_1177,137.796.578,wind_onshore,0,3.582.711.027,TRUE,0,1,0,8,
Unit_1178,5.150.986.701,solar pv,0,2.240.679.215,TRUE,0,1,0,61,
Unit_1179,1.039.074.533,wind_onshore,0,2.701.593.787,TRUE,0,1,0,61,
Unit_1180,5.170.182.616,solar pv,0,2.249.029.438,TRUE,0,1,0,88,
Unit_1181,6.703.009.223,wind_onshore,0,1.742.782.398,TRUE,0,1,0,88,
Unit_1182,4.040.385.262,solar pv,0,1.757.567.589,TRUE,0,1,0,4,
Unit_1183,177.909.252,solar pv,0,7.739.052.462,TRUE,0,1,0,4,
Unit_1184,2.687.194.054,wind_onshore,0,698.670.454,TRUE,0,1,0,4,
Unit_1185,2.639.650.103,solar pv,0,1.148.247.795,TRUE,0,1,0,89,
Unit_1186,9.772.366.854,wind_onshore,0,2.540.815.382,TRUE,0,1,0,89,
Unit_1187,2.332.886.423,solar pv,0,1.014.805.594,TRUE,0,1,0,147,
Unit_1188,3.730.106.356,solar pv,0,1.622.596.265,TRUE,0,1,0,14,
Unit_1189,3.709.446.147,wind_onshore,0,9.644.559.981,TRUE,0,1,0,14,
Unit_1190,1.568.579.206,solar pv,0,6.823.319.544,TRUE,0,1,0,14,
Unit_1191,9.157.712.731,wind_onshore,0,238.100.531,TRUE,0,1,0,14,
Unit_1192,1.618.827.338,solar pv,0,7.041.898.921,TRUE,0,1,0,102,
Unit_1193,1.370.458.337,wind_onshore,0,3.563.191.676,TRUE,0,1,0,102,
Unit_1194,3.206.842.407,solar pv,0,1.394.976.447,TRUE,0,1,0,102,
Unit_1195,1.279.668.071,wind_onshore,0,3.327.136.984,TRUE,0,1,0,102,
Unit_1196,1.811.558.707,solar pv,0,7.880.280.375,TRUE,0,1,0,139,
Unit_1197,4.566.717.418,solar pv,0,1.986.522.077,TRUE,0,1,0,42,
Unit_1198,7.132.837.972,solar pv,0,3.102.784.518,TRUE,0,1,0,75,
Unit_1199,5.543.009.296,wind_onshore,0,1.441.182.417,TRUE,0,1,0,75,
Unit_1200,3.274.478.285,solar pv,0,1.424.398.054,TRUE,0,1,0,48,
Unit_1201,40.980.496,wind_onshore,0,1.065.492.896,TRUE,0,1,0,48,
Unit_1202,364.688.446,solar pv,0,158.639.474,TRUE,0,1,0,155,
Unit_1203,4.150.069.827,wind_onshore,0,1.079.018.155,TRUE,0,1,0,155,
Unit_1204,7.390.658.526,solar pv,0,3.214.936.459,TRUE,0,1,0,35,
Unit_1205,2.825.877.893,wind_onshore,0,7.347.282.523,TRUE,0,1,0,35,
Unit_1206,1.299.390.476,solar pv,0,5.652.348.569,TRUE,0,1,0,8,
Unit_1207,3.273.484.697,solar pv,0,1.423.965.843,TRUE,0,1,0,47,
Unit_1208,1.351.355.072,wind_onshore,0,3.513.523.188,TRUE,0,1,0,47,
Unit_1209,1.846.560.183,solar pv,0,8.032.536.795,TRUE,0,1,0,47,
Unit_1210,3.706.739.309,wind_onshore,0,9.637.522.203,TRUE,0,1,0,47,
Unit_1211,3.869.994.372,solar pv,0,1.683.447.552,TRUE,0,1,0,197,
Unit_1212,2.973.532.152,solar pv,0,1.293.486.486,TRUE,0,1,0,183,
Unit_1213,2.621.671.983,wind_onshore,0,6.816.347.156,TRUE,0,1,0,183,
Unit_1214,1.113.320.422,solar pv,0,4.842.943.836,TRUE,0,1,0,100,
Unit_1215,1.009.662.474,solar pv,0,4.392.031.762,TRUE,0,1,0,100,
Unit_1216,3.392.433.303,solar pv,0,1.475.708.487,TRUE,0,1,0,107,
Unit_1217,2.330.402.711,wind_onshore,0,6.059.047.049,TRUE,0,1,0,107,
